[2022-11-01 10:58:25,829][lightning][INFO] - successful load initial weights
[2022-11-01 10:59:40,071][lightning][INFO] - prediction: о ратесил олдалуски пл
[2022-11-01 10:59:41,563][lightning][INFO] - reference : салют какие иерусалимский синдром ты знаешь
[2022-11-01 10:59:41,563][lightning][INFO] - prediction: салют каки ерсалисписинтро тызнаеш
[2022-11-01 10:59:43,162][lightning][INFO] - reference : афина подожди с музыкой
[2022-11-01 10:59:43,162][lightning][INFO] - prediction: афина подажисвонака
[2022-11-01 10:59:44,782][lightning][INFO] - reference : сбер перемотай на пятнадцать минут назад я не успел приготовить кофе
[2022-11-01 10:59:44,782][lightning][INFO] - prediction: сбер перевотанатымасми нозатемискобрбодаоди
[2022-11-01 10:59:46,334][lightning][INFO] - reference : сбер сколько денег на моей кредитной карте
[2022-11-01 10:59:46,334][lightning][INFO] - prediction: сбер сколькудени комнайкрадиикарте
[2022-11-01 10:59:47,766][lightning][INFO] - reference : джой ты в настоящее время влюблена в кого нибудь
[2022-11-01 10:59:47,766][lightning][INFO] - prediction: джой ернасташеревизлидрежнавкавондит
[2022-11-01 10:59:49,357][lightning][INFO] - reference : афина номер телефона банка
[2022-11-01 10:59:49,358][lightning][INFO] - prediction: афина номертелифона банка
[2022-11-01 10:59:50,882][lightning][INFO] - reference : сбер по какому курсу можно обменять тысячу долларов на рубли
[2022-11-01 10:59:50,882][lightning][INFO] - prediction: сбер покакона посоможтаненетпысче длревнрури
[2022-11-01 10:59:52,168][lightning][INFO] - reference : сбер сколько будет корень из сорока
[2022-11-01 10:59:52,168][lightning][INFO] - prediction: сбер сколькобудет гориистрака
[2022-11-01 10:59:53,486][lightning][INFO] - reference : сбер просьба добавить яркость освещения
[2022-11-01 10:59:53,486][lightning][INFO] - prediction: сбер роздравалезятясесени
[2022-11-01 10:59:54,907][lightning][INFO] - reference : афина озвучь баланс карты сбербанк
[2022-11-01 10:59:54,907][lightning][INFO] - prediction: афина освоти поланс картусбарбанк
[2022-11-01 10:59:56,342][lightning][INFO] - reference : салют как заработать в интернете студенту быстро и без обмана
[2022-11-01 10:59:56,342][lightning][INFO] - prediction: салют какзарадотыкено трнаетистудету пыстрорибизадмана
[2022-11-01 10:59:57,632][lightning][INFO] - reference : джой есть ли у бурика вредные привычки
[2022-11-01 10:59:57,632][lightning][INFO] - prediction: джой еескле гурикобреьны ренечеки
[2022-11-01 10:59:59,146][lightning][INFO] - reference : джой включи томаса
[2022-11-01 10:59:59,147][lightning][INFO] - prediction: джой ючи помос
[2022-11-01 11:00:00,655][lightning][INFO] - reference : афина покажи мне таймер на телефоне
[2022-11-01 11:00:00,655][lightning][INFO] - prediction: афина покожимни таноротеефона
[2022-11-01 11:00:02,115][lightning][INFO] - reference : сбер какая валюта используется в дагестане
[2022-11-01 11:00:02,115][lightning][INFO] - prediction: сбер кокая важпистонесдыдиста
[2022-11-01 11:00:03,678][lightning][INFO] - reference : салют здравствуйте когда я смогу прийти за своей картой
[2022-11-01 11:00:03,678][lightning][INFO] - prediction: салют дастыче какдаесмоу бытизысте карте
[2022-11-01 11:00:05,306][lightning][INFO] - reference : можно обойти как то этот запрет
[2022-11-01 11:00:05,307][lightning][INFO] - prediction: ожнрабайти кактолетоваплимут
