[2022-11-01 11:20:21,434][lightning][INFO] - successful load initial weights
[2022-11-01 11:21:10,985][lightning][INFO] - prediction: джой баполе карко
[2022-11-01 11:21:12,473][lightning][INFO] - reference : джой вруби мое музло
[2022-11-01 11:21:12,473][lightning][INFO] - prediction: джой бимонобосоо
[2022-11-01 11:21:14,098][lightning][INFO] - reference : сбер когда начался сербский договор
[2022-11-01 11:21:14,098][lightning][INFO] - prediction: сберкалданачсса сестиданао
[2022-11-01 11:21:15,644][lightning][INFO] - reference : салют здравствуйте есть ли деньги у меня на счете
[2022-11-01 11:21:15,644][lightning][INFO] - prediction: салют стастт песви дети мервошать
[2022-11-01 11:21:17,064][lightning][INFO] - reference : салют как часто можно выходить на ули
[2022-11-01 11:21:17,065][lightning][INFO] - prediction: салют чабча встимозавадиднани
[2022-11-01 11:21:18,522][lightning][INFO] - reference : сбер что тебе известно
[2022-11-01 11:21:18,522][lightning][INFO] - prediction: сбер чкотибезесна
[2022-11-01 11:21:19,964][lightning][INFO] - reference : салют перекинь ка деньги а то баланс на сотовом телефоне кончился
[2022-11-01 11:21:19,965][lightning][INFO] - prediction: салют преки поделгия хотабаласта во подревхони пзоса
[2022-11-01 11:21:21,376][lightning][INFO] - reference : афина оплата связи второй номер
[2022-11-01 11:21:21,376][lightning][INFO] - prediction: афинакотусезиттародона
[2022-11-01 11:21:22,953][lightning][INFO] - reference : афина какими навыками знаниями и качествами должен обладать современный мужчина чтобы быть капитальным красавчиком
[2022-11-01 11:21:22,953][lightning][INFO] - prediction: афина какини навокоизнанини качтентожмомодсорвененичимочко вискокика осоч
[2022-11-01 11:21:24,308][lightning][INFO] - reference : сбер что будет если меня поймают с наркотиками а я скажу что нашел их и хочу сдать
[2022-11-01 11:21:24,309][lightning][INFO] - prediction: сар тодетистемни комаопоткакалистожичтомочоожи кокисдать
[2022-11-01 11:21:25,707][lightning][INFO] - reference : салют перевыпустите карту московского региона
[2022-11-01 11:21:25,708][lightning][INFO] - prediction: салют беренабостикатомоскосолегеввада
[2022-11-01 11:21:27,103][lightning][INFO] - reference : афина как учился базаров александр
[2022-11-01 11:21:27,103][lightning][INFO] - prediction: афина вкакучиса пазароаресата
[2022-11-01 11:21:28,707][lightning][INFO] - reference : сбер баланс на карте сорок восемь двадцать пять последние четыре цифры
[2022-11-01 11:21:28,707][lightning][INFO] - prediction: аисбер ааласнакатисерукоси дастен поседитилциа
[2022-11-01 11:21:30,113][lightning][INFO] - reference : афида последний перевод на пятьсот рублей можно узнать данные карты
[2022-11-01 11:21:30,113][lightning][INFO] - prediction: афина оии дрлоти тисатрокне мознознадан карто
[2022-11-01 11:21:31,429][lightning][INFO] - reference : афина не хочу разговаривать в тишине фильм смотрю
[2022-11-01 11:21:31,429][lightning][INFO] - prediction: афина не кхочерозноворюттичиму из
[2022-11-01 11:21:32,871][lightning][INFO] - reference : джой перевести тысячу рублей другу
[2022-11-01 11:21:32,872][lightning][INFO] - prediction: джоой кеелиститичируредеруго
[2022-11-01 11:21:34,288][lightning][INFO] - reference : салют будильник на пятнадцать пятнадцать в среду
[2022-11-01 11:21:34,289][lightning][INFO] - prediction: салют божини папенацпаната т среву
[2022-11-01 11:21:35,587][lightning][INFO] - reference : кто продюсер андалузский пес
[2022-11-01 11:21:35,587][lightning][INFO] - prediction: атиер андавуски пас
[2022-11-01 11:21:37,106][lightning][INFO] - reference : салют какие иерусалимский синдром ты знаешь
[2022-11-01 11:21:37,106][lightning][INFO] - prediction: салют каки ерсаисписемдр ызнае
[2022-11-01 11:21:38,701][lightning][INFO] - reference : афина подожди с музыкой
[2022-11-01 11:21:38,701][lightning][INFO] - prediction: афина пдадисмака
[2022-11-01 11:21:40,295][lightning][INFO] - reference : сбер перемотай на пятнадцать минут назад я не успел приготовить кофе
[2022-11-01 11:21:40,295][lightning][INFO] - prediction: сбер перегокани пинасни назак енискккадаикоре
[2022-11-01 11:21:41,822][lightning][INFO] - reference : сбер сколько денег на моей кредитной карте
[2022-11-01 11:21:41,822][lightning][INFO] - prediction: сбер споркоденкомапередии канса
[2022-11-01 11:21:43,222][lightning][INFO] - reference : джой ты в настоящее время влюблена в кого нибудь
[2022-11-01 11:21:43,222][lightning][INFO] - prediction: джой оескаши темыледренаскавонии
[2022-11-01 11:21:44,849][lightning][INFO] - reference : афина номер телефона банка
[2022-11-01 11:21:44,849][lightning][INFO] - prediction: афина номертилефоонабанка
[2022-11-01 11:21:46,387][lightning][INFO] - reference : сбер по какому курсу можно обменять тысячу долларов на рубли
[2022-11-01 11:21:46,387][lightning][INFO] - prediction: сбер пакакони госсомошнаненет пызичеи нулеревнерури
[2022-11-01 11:21:47,672][lightning][INFO] - reference : сбер сколько будет корень из сорока
[2022-11-01 11:21:47,672][lightning][INFO] - prediction: сбер спокогудекорытрака
[2022-11-01 11:21:49,088][lightning][INFO] - reference : сбер просьба добавить яркость освещения
[2022-11-01 11:21:49,088][lightning][INFO] - prediction: сбер кройсдровализяса сященит
[2022-11-01 11:21:50,519][lightning][INFO] - reference : афина озвучь баланс карты сбербанк
[2022-11-01 11:21:50,519][lightning][INFO] - prediction: афина косвожь поланс каркоспорбоник
[2022-11-01 11:21:52,012][lightning][INFO] - reference : салют как заработать в интернете студенту быстро и без обмана
[2022-11-01 11:21:52,012][lightning][INFO] - prediction: салют вкакзерадтыченотрнаетскиту дуистрапизормоу
[2022-11-01 11:21:53,373][lightning][INFO] - reference : джой есть ли у бурика вредные привычки
[2022-11-01 11:21:53,374][lightning][INFO] - prediction: джой едесплебурекбенниленчти
[2022-11-01 11:21:54,915][lightning][INFO] - reference : джой включи томаса
[2022-11-01 11:21:54,915][lightning][INFO] - prediction: джой ючит тобос
[2022-11-01 11:21:56,451][lightning][INFO] - reference : афина покажи мне таймер на телефоне
[2022-11-01 11:21:56,452][lightning][INFO] - prediction: афина покожине табрлтелессо
[2022-11-01 11:21:57,976][lightning][INFO] - reference : сбер какая валюта используется в дагестане
[2022-11-01 11:21:57,976][lightning][INFO] - prediction: сбер ак раутепотос ибеса
[2022-11-01 11:21:59,548][lightning][INFO] - reference : салют здравствуйте когда я смогу прийти за своей картой
[2022-11-01 11:21:59,548][lightning][INFO] - prediction: салют здастеи кактаиснаотдетисте карты
[2022-11-01 11:22:01,249][lightning][INFO] - reference : можно обойти как то этот запрет
[2022-11-01 11:22:01,250][lightning][INFO] - prediction: ожно воти коктокои
[2022-11-01 11:22:02,650][lightning][INFO] - reference : сбер алиса включи бамблби
[2022-11-01 11:22:02,650][lightning][INFO] - prediction: сбер алюзколиса включи бануты
[2022-11-01 11:22:04,025][lightning][INFO] - reference : салют какой курс валюты сейчас в тинькофф
[2022-11-01 11:22:04,025][lightning][INFO] - prediction: салют какуфсоркисчеастиго
[2022-11-01 11:22:05,319][lightning][INFO] - reference : джой как положить деньги на мой телефон
[2022-11-01 11:22:05,319][lightning][INFO] - prediction: жой какпложитченинамотеетвон
[2022-11-01 11:22:06,812][lightning][INFO] - reference : сбер когда возник солидарность
[2022-11-01 11:22:06,812][lightning][INFO] - prediction: л подааснисоеда
[2022-11-01 11:22:08,039][lightning][INFO] - reference : афина какое преступление совершали сговорившись предприятия и должностные лица
[2022-11-01 11:22:08,039][lightning][INFO] - prediction: афина какой пистопонизлешалиповолишискебенятиои
[2022-11-01 11:22:09,491][lightning][INFO] - reference : салют какие мартини драй ты знаешь
[2022-11-01 11:22:09,491][lightning][INFO] - prediction: салют кардиаимиденрадера тезаноеш
[2022-11-01 11:22:11,294][lightning][INFO] - reference : салют я очень хочу послушать артика и асти грустный дэнс
[2022-11-01 11:22:11,295][lightning][INFO] - prediction: салют еолочсина хочу посоушитарте калерастебросн де
[2022-11-01 11:22:12,701][lightning][INFO] - reference : афина перемотай на пятнадцать секунд вперед
[2022-11-01 11:22:12,701][lightning][INFO] - prediction: атремакана насякотрат
[2022-11-01 11:22:14,089][lightning][INFO] - reference : афина включи кукеру
[2022-11-01 11:22:14,089][lightning][INFO] - prediction: афина включи кукеро
[2022-11-01 11:22:15,722][lightning][INFO] - reference : джой сегодня пасмурно надо брать с собой зонт
[2022-11-01 11:22:15,722][lightning][INFO] - prediction: джой сеголбасн норвасябужет
[2022-11-01 11:22:17,208][lightning][INFO] - reference : джой сколько точное время сейчас
[2022-11-01 11:22:17,208][lightning][INFO] - prediction: джой сколькопосновеусячас
[2022-11-01 11:22:18,768][lightning][INFO] - reference : сбер чем платят у испанцев
[2022-11-01 11:22:18,768][lightning][INFO] - prediction: сбер чембадлитиспланс
[2022-11-01 11:22:20,373][lightning][INFO] - reference : афина чего боится чупина
[2022-11-01 11:22:20,374][lightning][INFO] - prediction: афина чео бавитсячпина
[2022-11-01 11:22:21,933][lightning][INFO] - reference : сбер переведи максиму с сообщением долг
[2022-11-01 11:22:21,933][lightning][INFO] - prediction: сбер ереведимоасимуссашщенидок
[2022-11-01 11:22:23,582][lightning][INFO] - reference : джой что такое израиль
[2022-11-01 11:22:23,582][lightning][INFO] - prediction: джой товота коае ди зраешь
[2022-11-01 11:22:25,347][lightning][INFO] - reference : сбер объясните как оплатить сотовую связь другого человека
[2022-11-01 11:22:25,347][lightning][INFO] - prediction: сбер раобеснитикакопатисетнусто бонучллик
[2022-11-01 11:22:26,689][lightning][INFO] - reference : как понять что у тебя депрессия
[2022-11-01 11:22:26,690][lightning][INFO] - prediction: а панячтотебаи расие
[2022-11-01 11:22:28,261][lightning][INFO] - reference : сбер валюта южной кореи
[2022-11-01 11:22:28,261][lightning][INFO] - prediction: сре валютыюна кареии
[2022-11-01 11:22:29,720][lightning][INFO] - reference : салют какой валютой расплачиваются на ямайке
[2022-11-01 11:22:29,721][lightning][INFO] - prediction: салют како вонютарочлачевесмонявайди
[2022-11-01 11:22:31,331][lightning][INFO] - reference : джой последнее воскресенье мая в этом году какое число
[2022-11-01 11:22:31,331][lightning][INFO] - prediction: джой посли нинаспсини мано нбаду покочсго
[2022-11-01 11:22:32,838][lightning][INFO] - reference : салют опера гарнье в честь кого назвали
[2022-11-01 11:22:32,838][lightning][INFO] - prediction: салют окркармечкомолазвале
[2022-11-01 11:22:34,252][lightning][INFO] - reference : салют что произошло тринадцатого сентября
[2022-11-01 11:22:34,252][lightning][INFO] - prediction: сарлю чту прозашки наслочитевя
[2022-11-01 11:22:35,684][lightning][INFO] - reference : джой какие виды девушки джеймса бонда ты знаешь
[2022-11-01 11:22:35,684][lightning][INFO] - prediction: дой какиеидыу демустетеевесоо тризнаеш
[2022-11-01 11:22:37,179][lightning][INFO] - reference : сбер р я не знаю
[2022-11-01 11:22:37,180][lightning][INFO] - prediction: сбер ряпенизна
[2022-11-01 11:22:39,219][lightning][INFO] - reference : сбер пуш уведомления включен вкл
[2022-11-01 11:22:39,219][lightning][INFO] - prediction: сбер коулегобленевключа коы
[2022-11-01 11:22:40,561][lightning][INFO] - reference : сбер кто родители у роберта дауни младшего
[2022-11-01 11:22:40,561][lightning][INFO] - prediction: сбер тооичеленатданго
[2022-11-01 11:22:41,979][lightning][INFO] - reference : афина у меня как всегда дела идут хорошо
[2022-11-01 11:22:41,979][lightning][INFO] - prediction: афина некарсетодеваню хваша
[2022-11-01 11:22:43,199][lightning][INFO] - reference : три процента от двадцати тысяч
[2022-11-01 11:22:43,200][lightning][INFO] - prediction: си прасеньта одлюцети пысиешь
[2022-11-01 11:22:44,904][lightning][INFO] - reference : сбер миссия невыполнима второй фильм
[2022-11-01 11:22:44,904][lightning][INFO] - prediction: сбер нисени попарнимув торофни
[2022-11-01 11:22:46,395][lightning][INFO] - reference : афина девятого мая тысяча девятьсот сорок пятый это какой день недели
[2022-11-01 11:22:46,396][lightning][INFO] - prediction: афиан девотоматечидисееро баты этокакуе деии
[2022-11-01 11:22:48,014][lightning][INFO] - reference : джой водопровод и переведи три тысячи рублей
[2022-11-01 11:22:48,015][lightning][INFO] - prediction: еджой моадопретви дилевититритыссячеролее
[2022-11-01 11:22:49,561][lightning][INFO] - reference : афина что делать если номер числящийся как логин утерян
[2022-11-01 11:22:49,561][lightning][INFO] - prediction: афина скодятитемано чиссисрокболематен
[2022-11-01 11:22:51,095][lightning][INFO] - reference : салют заплатить абонплату телефон дочери
[2022-11-01 11:22:51,096][lightning][INFO] - prediction: салют заплатиато длату трефон бочири
[2022-11-01 11:22:52,610][lightning][INFO] - reference : сбер ты что смеешься надо мной
[2022-11-01 11:22:52,611][lightning][INFO] - prediction: сбер точтосмересенано
[2022-11-01 11:22:54,025][lightning][INFO] - reference : салют столик в кафе забронировать
[2022-11-01 11:22:54,025][lightning][INFO] - prediction: салют столив кофезабраниревусяь
[2022-11-01 11:22:55,400][lightning][INFO] - reference : джой что такое герой российской федерации
[2022-11-01 11:22:55,400][lightning][INFO] - prediction: джой чтакако девоерасис берац
[2022-11-01 11:22:56,832][lightning][INFO] - reference : сбер переведи деньги с моего счета коллеге
[2022-11-01 11:22:56,833][lightning][INFO] - prediction: сд пведичувисино шетакален
[2022-11-01 11:22:58,341][lightning][INFO] - reference : джой высота карл маркс штадт
[2022-11-01 11:22:58,341][lightning][INFO] - prediction: джой рисоттаткар валстант
[2022-11-01 11:22:59,892][lightning][INFO] - reference : салют здравствуйте могут ли дать кредит на тридцать тысяч студенту
[2022-11-01 11:22:59,893][lightning][INFO] - prediction: салют сдравствуйте нонупедяскреде напиця песичстуненту
[2022-11-01 11:23:01,413][lightning][INFO] - reference : афина какие двадцать седьмое января ты знаешь
[2022-11-01 11:23:01,413][lightning][INFO] - prediction: иофинкапидвадци моимоеты знаешь
[2022-11-01 11:23:02,807][lightning][INFO] - reference : салют сколько российских рублей я получу за тысячу белорусских рублей
[2022-11-01 11:23:02,807][lightning][INFO] - prediction: салют сполькрасисти кубее я гочиза козиче дларусти фупей
[2022-11-01 11:23:04,168][lightning][INFO] - reference : афина укажи реквизиты карты для платежа
[2022-11-01 11:23:04,168][lightning][INFO] - prediction: афина покожиле пезиепекаркодипотижа
[2022-11-01 11:23:06,010][lightning][INFO] - reference : сбер как расплатиться бонумами спасибо в магазине
[2022-11-01 11:23:06,010][lightning][INFO] - prediction: сбер как расплатисян бонимами спаибоувозини
[2022-11-01 11:23:07,511][lightning][INFO] - reference : салют какая самая густонаселенная страна
[2022-11-01 11:23:07,511][lightning][INFO] - prediction: салют какая сана ут на срона страна
[2022-11-01 11:23:08,945][lightning][INFO] - reference : салют скажи какое сегодня число
[2022-11-01 11:23:08,945][lightning][INFO] - prediction: салют скажит пушноншбо
[2022-11-01 11:23:10,277][lightning][INFO] - reference : джой чем занимается в сбербанке олег владимирович
[2022-11-01 11:23:10,277][lightning][INFO] - prediction: джой чемзынумнается спербане невотибевуч
[2022-11-01 11:23:11,660][lightning][INFO] - reference : афина включи духовный маяк
[2022-11-01 11:23:11,660][lightning][INFO] - prediction: афина включи дбуфужни бмоле
[2022-11-01 11:23:13,120][lightning][INFO] - reference : сбер перевести деньги мама
[2022-11-01 11:23:13,121][lightning][INFO] - prediction: сбер перевстиденьги мана
[2022-11-01 11:23:14,572][lightning][INFO] - reference : сбер видеовызов сейчас же должен быть закончен
[2022-11-01 11:23:14,573][lightning][INFO] - prediction: сбер едвозовсичашу пожн базапоче
[2022-11-01 11:23:16,111][lightning][INFO] - reference : сбер долгота шлиссельбург
[2022-11-01 11:23:16,111][lightning][INFO] - prediction: сбер токата шелесеи крк
[2022-11-01 11:23:17,674][lightning][INFO] - reference : салют подскажите номер телефона горячей линии банка
[2022-11-01 11:23:17,674][lightning][INFO] - prediction: салют оскожите анустелифомгорачилини банк
[2022-11-01 11:23:19,003][lightning][INFO] - reference : афина мне нужно сделать чтобы оформить кредит в вашем банке
[2022-11-01 11:23:19,003][lightning][INFO] - prediction: афина не нужно сдевачто борониттредит вошн банке
[2022-11-01 11:23:20,512][lightning][INFO] - reference : сбер а чистопольская пять работает в субботу
[2022-11-01 11:23:20,512][lightning][INFO] - prediction: сбер ача стопоскобяз рабодысасубота
[2022-11-01 11:23:21,892][lightning][INFO] - reference : афина открой канал телевидения еда
[2022-11-01 11:23:21,892][lightning][INFO] - prediction: афина  ткрокалателевня еда
[2022-11-01 11:23:23,498][lightning][INFO] - reference : афина фильм шпион был снят по книге бориса акунина
[2022-11-01 11:23:23,498][lightning][INFO] - prediction: асиина иштибожня покеди волису
[2022-11-01 11:23:24,867][lightning][INFO] - reference : афина умножь четыре на шесть
[2022-11-01 11:23:24,867][lightning][INFO] - prediction: афина можчтенашесть
[2022-11-01 11:23:26,557][lightning][INFO] - reference : афина банкомат сбербанка на улице ленина где находится
[2022-11-01 11:23:26,557][lightning][INFO] - prediction: афинна оанкамат сербалико нали сеени на гденаходисе
[2022-11-01 11:23:28,233][lightning][INFO] - reference : сбер а где там ева ева давай ее сюда
[2022-11-01 11:23:28,233][lightning][INFO] - prediction: сбер погдетамд воия водаласет
[2022-11-01 11:23:30,041][lightning][INFO] - reference : сбер фильм один плюс один смотреть онлайн
[2022-11-01 11:23:30,041][lightning][INFO] - prediction: сбер фи ади прусаи смотретеоо
[2022-11-01 11:23:31,477][lightning][INFO] - reference : афина сколько денег сейчас на карте мир
[2022-11-01 11:23:31,477][lightning][INFO] - prediction: афина сколькукиневисчесно картени
[2022-11-01 11:23:33,064][lightning][INFO] - reference : салют какая температура и влажность в астрахани
[2022-11-01 11:23:33,064][lightning][INFO] - prediction: салют какяй диграборо мланест ластакле
[2022-11-01 11:23:34,555][lightning][INFO] - reference : джой хочу посмотреть фильм остров проклятых
[2022-11-01 11:23:34,555][lightning][INFO] - prediction: джой качу посмотреть кирепостравпроклит
[2022-11-01 11:23:36,173][lightning][INFO] - reference : афина сколько будет девять в третьей степени
[2022-11-01 11:23:36,173][lightning][INFO] - prediction: афина сколько будетдеи треески пине
[2022-11-01 11:23:37,512][lightning][INFO] - reference : салют дату рождения сбербанка расскажи
[2022-11-01 11:23:37,513][lightning][INFO] - prediction: салют атражлени сбербанкарскжи
[2022-11-01 11:23:39,317][lightning][INFO] - reference : салют какой валютой расплачиваются в башкортостане
[2022-11-01 11:23:39,317][lightning][INFO] - prediction: салют  какой валюта раслачевася бошкото стане
[2022-11-01 11:23:40,769][lightning][INFO] - reference : афина мне нужно записаться на наращивание ресниц
[2022-11-01 11:23:40,769][lightning][INFO] - prediction: афина лемо нузпросалснму нараш мереснт
[2022-11-01 11:23:42,112][lightning][INFO] - reference : салют на каком языке написана мурзилка
[2022-11-01 11:23:42,112][lightning][INFO] - prediction: салют покколизатяа писпомонлико
[2022-11-01 11:23:43,810][lightning][INFO] - reference : до программы ты знаешь
[2022-11-01 11:23:43,811][lightning][INFO] - prediction: дотпрапран ты знаеш
[2022-11-01 11:23:45,243][lightning][INFO] - reference : салют отзывы о барбершопах
[2022-11-01 11:23:45,243][lightning][INFO] - prediction: салют дова орбешопа
[2022-11-01 11:23:46,813][lightning][INFO] - reference : афина у вас там работы для меня не найдется
[2022-11-01 11:23:46,813][lightning][INFO] - prediction: афина востомромоддямененинаяца
[2022-11-01 11:23:48,530][lightning][INFO] - reference : афина выполни перевод в размере ста рублей папе
[2022-11-01 11:23:48,531][lightning][INFO] - prediction: афина вуполни переот размиростароблиий патпи
[2022-11-01 11:23:49,923][lightning][INFO] - reference : джой сколько денег осталось на карте акбарс банка
[2022-11-01 11:23:49,923][lightning][INFO] - prediction: джой столька дене косталсна карте пабарсбанка
[2022-11-01 11:23:51,745][lightning][INFO] - reference : афина прошлый трек
[2022-11-01 11:23:51,745][lightning][INFO] - prediction: афина прожный трок
[2022-11-01 11:23:53,456][lightning][INFO] - reference : джой каким днем недели было девятнадцатое января две тысячи семнадцатого года
[2022-11-01 11:23:53,456][lightning][INFO] - prediction: джой какие вбены деныболодинеднастаи алятве тлюссщийсенаогумоне
[2022-11-01 11:23:54,991][lightning][INFO] - reference : салют найди фильм помни меня
[2022-11-01 11:23:54,991][lightning][INFO] - prediction: салют найди фильм обомнененя
[2022-11-01 11:23:57,028][lightning][INFO] - reference : сбер три дня назад мне перечислили деньги на карту и до сих пор нет
[2022-11-01 11:23:57,028][lightning][INFO] - prediction: сбер треняназаае пячесиденинакатуведосив порнеят
[2022-11-01 11:23:58,590][lightning][INFO] - reference : сбер мне нужно на коррекцию бровей запиши
[2022-11-01 11:23:58,590][lightning][INFO] - prediction: сбер ме мужно наторетсябраме заише
[2022-11-01 11:24:00,236][lightning][INFO] - reference : афина когда родился элтон джон
[2022-11-01 11:24:00,237][lightning][INFO] - prediction: афина кагда радеса атожу
[2022-11-01 11:24:01,446][lightning][INFO] - reference : афина как оплатить покупку бонусами спасибо
[2022-11-01 11:24:01,447][lightning][INFO] - prediction: афина копоблотить овортобонуше меспосино
[2022-11-01 11:24:02,823][lightning][INFO] - reference : сбер песни вразброс
[2022-11-01 11:24:02,824][lightning][INFO] - prediction: сбер песни расдрасс
[2022-11-01 11:24:04,369][lightning][INFO] - reference : афина найти найди пожалуйста семидесятого
[2022-11-01 11:24:04,370][lightning][INFO] - prediction: афина найди найди пожалуйста семедисидава
[2022-11-01 11:24:05,807][lightning][INFO] - reference : афина что такое компьютерная программа
[2022-11-01 11:24:05,808][lightning][INFO] - prediction: афина что такое кокплютерна програма
[2022-11-01 11:24:07,139][lightning][INFO] - reference : джой найди самый близкий ко мне банкомат
[2022-11-01 11:24:07,139][lightning][INFO] - prediction: джой нляти соублесни каникомазна
[2022-11-01 11:24:08,877][lightning][INFO] - reference : джой какие деньги на сейшелах
[2022-11-01 11:24:08,877][lightning][INFO] - prediction: джой какие венгди нсещак
[2022-11-01 11:24:10,304][lightning][INFO] - reference : сбер тарифы за обслуживание по карте покажи
[2022-11-01 11:24:10,304][lightning][INFO] - prediction: сбер талифозасужины покарта покаже
[2022-11-01 11:24:11,889][lightning][INFO] - reference : салют включи любомира катарова
[2022-11-01 11:24:11,890][lightning][INFO] - prediction: салют включие бомера котаро
[2022-11-01 11:24:13,625][lightning][INFO] - reference : джой как находят работу редакторы без опыта
[2022-11-01 11:24:13,625][lightning][INFO] - prediction: джой как находигработу вритат препизотота
[2022-11-01 11:24:15,211][lightning][INFO] - reference : сбер до какого времени работаете
[2022-11-01 11:24:15,211][lightning][INFO] - prediction: сбер до каколовримнераблтете
[2022-11-01 11:24:16,779][lightning][INFO] - reference : джой сколько это будет стоить
[2022-11-01 11:24:16,779][lightning][INFO] - prediction: джой исхоба дободстоет
[2022-11-01 11:24:18,209][lightning][INFO] - reference : сбер включи лаи
[2022-11-01 11:24:18,209][lightning][INFO] - prediction: сбер включирвлали
[2022-11-01 11:24:19,666][lightning][INFO] - reference : салют ривердейл четвертый сезон
[2022-11-01 11:24:19,666][lightning][INFO] - prediction: салют крерод чекортисето
[2022-11-01 11:24:21,217][lightning][INFO] - reference : сбер включи верд дидор
[2022-11-01 11:24:21,217][lightning][INFO] - prediction: сбер включи вед дибр
[2022-11-01 11:24:22,624][lightning][INFO] - reference : салют собственность восточная республика уругвай
[2022-11-01 11:24:22,624][lightning][INFO] - prediction: салют совта настосточна рестулика коругвай
[2022-11-01 11:24:24,120][lightning][INFO] - reference : афина карта сараева
