[2022-11-01 13:57:14,589][lightning][INFO] - successful load initial weights
[2022-11-01 13:57:34,818][lightning][INFO] - prediction: 
[2022-11-01 13:57:34,901][lightning][INFO] - reference : сбер громче
[2022-11-01 13:57:34,901][lightning][INFO] - prediction:  
[2022-11-01 13:57:35,131][lightning][INFO] - reference : сбер домой
[2022-11-01 13:57:35,132][lightning][INFO] - prediction: 
[2022-11-01 13:57:35,433][lightning][INFO] - reference : афина набери алексея игоревича кузнецова
[2022-11-01 13:57:35,433][lightning][INFO] - prediction: т 
[2022-11-01 13:57:35,757][lightning][INFO] - reference : сбер добрый вечер могу ли я погасить свой кредит досрочно
[2022-11-01 13:57:35,757][lightning][INFO] - prediction: 
[2022-11-01 13:57:36,000][lightning][INFO] - reference : сбер малифисента
[2022-11-01 13:57:36,001][lightning][INFO] - prediction: 
[2022-11-01 13:57:36,224][lightning][INFO] - reference : джой оригинальное название белла
[2022-11-01 13:57:36,224][lightning][INFO] - prediction: 
[2022-11-01 13:57:36,379][lightning][INFO] - reference : сбер найти каналы киносерия
[2022-11-01 13:57:36,379][lightning][INFO] - prediction:  
[2022-11-01 13:57:36,646][lightning][INFO] - reference : джой когда придет моя карта
[2022-11-01 13:57:36,646][lightning][INFO] - prediction:  
[2022-11-01 13:57:36,805][lightning][INFO] - reference : сбер какие эгипан ты знаешь
[2022-11-01 13:57:36,806][lightning][INFO] - prediction:  
[2022-11-01 13:57:37,052][lightning][INFO] - reference : сбер какая история операций по счетам
[2022-11-01 13:57:37,052][lightning][INFO] - prediction:  
[2022-11-01 13:57:37,220][lightning][INFO] - reference : афина будь добр расскажи интересный факт
[2022-11-01 13:57:37,221][lightning][INFO] - prediction: 
[2022-11-01 13:57:37,373][lightning][INFO] - reference : салют какие мурманский алеша ты знаешь
[2022-11-01 13:57:37,373][lightning][INFO] - prediction:  
[2022-11-01 13:57:37,628][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 13:57:37,628][lightning][INFO] - prediction:  
[2022-11-01 13:57:37,823][lightning][INFO] - reference : сбер полночь в париже режиссер вуди ален год выпуска
[2022-11-01 13:57:37,823][lightning][INFO] - prediction: 
[2022-11-01 13:57:38,003][lightning][INFO] - reference : сбер численность населения тулуза
[2022-11-01 13:57:38,003][lightning][INFO] - prediction: р 
[2022-11-01 13:57:38,299][lightning][INFO] - reference : сбер откуда импортировались серебряные чаши
[2022-11-01 13:57:38,300][lightning][INFO] - prediction: т
[2022-11-01 13:57:38,401][lightning][INFO] - reference : афина покажи текст песни
[2022-11-01 13:57:38,401][lightning][INFO] - prediction: 
[2022-11-01 13:57:38,687][lightning][INFO] - reference : сбер набери александра николаевича
[2022-11-01 13:57:38,688][lightning][INFO] - prediction: 
[2022-11-01 13:57:38,819][lightning][INFO] - reference : сбер хватит
[2022-11-01 13:57:38,819][lightning][INFO] - prediction: 
[2022-11-01 13:57:38,936][lightning][INFO] - reference : афина перестань
[2022-11-01 13:57:38,936][lightning][INFO] - prediction: 
[2022-11-01 13:57:39,094][lightning][INFO] - reference : афина набери миху барабанова
[2022-11-01 13:57:39,094][lightning][INFO] - prediction:  
[2022-11-01 13:57:39,279][lightning][INFO] - reference : салют надоел
[2022-11-01 13:57:39,280][lightning][INFO] - prediction: 
[2022-11-01 13:57:39,443][lightning][INFO] - reference : афина надоело
[2022-11-01 13:57:39,443][lightning][INFO] - prediction: 
[2022-11-01 13:57:39,841][lightning][INFO] - reference : джой кто дети луна
[2022-11-01 13:57:39,841][lightning][INFO] - prediction: 
[2022-11-01 13:57:39,985][lightning][INFO] - reference : сбер как давно вы в паре со своим молодым человеком
[2022-11-01 13:57:39,985][lightning][INFO] - prediction:   
[2022-11-01 13:57:40,147][lightning][INFO] - reference : афина что любит читать греф
[2022-11-01 13:57:40,148][lightning][INFO] - prediction: ч
[2022-11-01 13:57:41,210][lightning][INFO] - reference : джой хватит
[2022-11-01 13:57:41,211][lightning][INFO] - prediction:  
[2022-11-01 13:57:41,284][lightning][INFO] - reference : джой надоел
[2022-11-01 13:57:41,284][lightning][INFO] - prediction:  
[2022-11-01 13:57:46,986][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 13:57:46,986][lightning][INFO] - prediction:  аееиатваокталь    
[2022-11-01 13:57:49,038][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 13:57:49,039][lightning][INFO] - prediction:  тви
[2022-11-01 13:57:50,801][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 13:57:50,801][lightning][INFO] - prediction: дакакакикаккеиекенпепена
